ts,tomcat_busy,tomcat_current,hikari_active,hikari_pending,hikari_timeout,jvm_mem_used,mysql_threads_connected,mysql_threads_running
2026-04-22T05:41:57Z,,,,,,,11,2
2026-04-22T05:42:11Z,,,,,,,11,2
2026-04-22T05:42:16Z,,,,,,,11,2
2026-04-22T05:42:22Z,,,,,,,11,2
2026-04-22T05:42:28Z,,,,,,,11,2
2026-04-22T05:42:34Z,,,,,,,11,2
2026-04-22T05:42:39Z,,,,,,,11,2
2026-04-22T05:42:51Z,,,,,,,11,2
2026-04-22T05:42:57Z,,,,,,,11,2
2026-04-22T05:43:02Z,,,,,,,11,2
2026-04-22T05:43:08Z,,,,,,,11,2
2026-04-22T05:43:14Z,,,,,,,11,2
2026-04-22T05:43:20Z,,,,,,,11,2
2026-04-22T05:43:25Z,,,,,,,11,2
2026-04-22T05:43:31Z,,,,,,,11,2
2026-04-22T05:43:37Z,,,,,,,11,2
2026-04-22T05:43:43Z,,,,,,,11,2
2026-04-22T05:43:49Z,,,,,,,11,2
2026-04-22T05:43:56Z,,,,,,,11,2
2026-04-22T05:44:01Z,,,,,,,11,2
2026-04-22T05:44:08Z,,,,,,,11,2
2026-04-22T05:44:15Z,,,,,,,11,2
2026-04-22T05:44:21Z,,,,,,,11,2
2026-04-22T05:44:27Z,,,,,,,11,2
2026-04-22T05:44:33Z,,,,,,,11,2
2026-04-22T05:44:38Z,,,,,,,11,2
2026-04-22T05:44:44Z,,,,,,,11,2
2026-04-22T05:44:49Z,,,,,,,11,2
2026-04-22T05:44:55Z,,,,,,,11,2
2026-04-22T05:45:01Z,,,,,,,11,2
2026-04-22T05:45:06Z,,,,,,,11,2
2026-04-22T05:45:12Z,,,,,,,11,2
2026-04-22T05:45:18Z,,,,,,,11,2
2026-04-22T05:45:24Z,,,,,,,11,2
2026-04-22T05:45:29Z,,,,,,,11,2
2026-04-22T05:45:35Z,,,,,,,11,2
2026-04-22T05:45:40Z,,,,,,,11,2
2026-04-22T05:45:46Z,,,,,,,11,2
2026-04-22T05:45:51Z,,,,,,,11,2
2026-04-22T05:45:57Z,,,,,,,11,2
2026-04-22T05:46:03Z,,,,,,,11,2
2026-04-22T05:46:08Z,,,,,,,11,2
2026-04-22T05:46:14Z,,,,,,,11,2
2026-04-22T05:46:19Z,,,,,,,11,2
2026-04-22T05:46:25Z,,,,,,,11,2
2026-04-22T05:46:30Z,,,,,,,11,2
2026-04-22T05:46:36Z,,,,,,,11,2
2026-04-22T05:46:41Z,,,,,,,11,2
2026-04-22T05:46:46Z,,,,,,,11,2
2026-04-22T05:46:52Z,,,,,,,11,2
2026-04-22T05:46:57Z,,,,,,,11,2
2026-04-22T05:47:03Z,,,,,,,11,2
