ts,tomcat_busy,tomcat_current,hikari_active,hikari_pending,hikari_timeout,jvm_mem_used,mysql_threads_connected,mysql_threads_running
2026-04-22T07:50:42Z,,,,,,,11,2
2026-04-22T07:50:57Z,,,,,,,11,2
2026-04-22T07:51:03Z,,,,,,,11,2
2026-04-22T07:51:08Z,,,,,,,11,2
2026-04-22T07:51:14Z,,,,,,,11,2
2026-04-22T07:51:19Z,,,,,,,11,2
2026-04-22T07:51:25Z,,,,,,,11,2
2026-04-22T07:51:30Z,,,,,,,11,2
2026-04-22T07:51:36Z,,,,,,,11,2
2026-04-22T07:51:42Z,,,,,,,11,2
2026-04-22T07:51:50Z,,,,,,,11,2
2026-04-22T07:51:56Z,,,,,,,11,2
2026-04-22T07:52:01Z,,,,,,,11,2
2026-04-22T07:52:06Z,,,,,,,11,2
2026-04-22T07:52:12Z,,,,,,,11,2
2026-04-22T07:52:17Z,,,,,,,11,2
2026-04-22T07:52:23Z,,,,,,,11,2
2026-04-22T07:52:28Z,,,,,,,11,2
2026-04-22T07:52:34Z,,,,,,,11,2
2026-04-22T07:52:39Z,,,,,,,11,2
2026-04-22T07:52:45Z,,,,,,,11,2
2026-04-22T07:52:50Z,,,,,,,11,2
2026-04-22T07:52:56Z,,,,,,,11,2
2026-04-22T07:53:02Z,,,,,,,11,2
2026-04-22T07:53:07Z,,,,,,,11,2
2026-04-22T07:53:13Z,,,,,,,11,2
2026-04-22T07:53:18Z,,,,,,,11,2
2026-04-22T07:53:24Z,,,,,,,11,2
2026-04-22T07:53:30Z,,,,,,,11,2
2026-04-22T07:53:35Z,,,,,,,11,2
2026-04-22T07:53:46Z,,,,,,,11,2
2026-04-22T07:53:51Z,,,,,,,11,2
2026-04-22T07:53:57Z,,,,,,,11,2
2026-04-22T07:54:03Z,,,,,,,11,2
2026-04-22T07:54:09Z,,,,,,,11,2
2026-04-22T07:54:16Z,,,,,,,11,2
2026-04-22T07:54:23Z,,,,,,,11,2
2026-04-22T07:54:29Z,,,,,,,11,2
2026-04-22T07:54:36Z,,,,,,,11,2
2026-04-22T07:54:42Z,,,,,,,11,2
2026-04-22T07:54:48Z,,,,,,,11,2
2026-04-22T07:54:54Z,,,,,,,11,2
2026-04-22T07:55:00Z,,,,,,,11,2
2026-04-22T07:55:05Z,,,,,,,11,2
2026-04-22T07:55:22Z,,,,,,,11,2
2026-04-22T07:55:28Z,,,,,,,11,2
2026-04-22T07:55:34Z,,,,,,,11,2
2026-04-22T07:55:40Z,,,,,,,11,2
2026-04-22T07:55:46Z,,,,,,,11,2
2026-04-22T07:55:52Z,,,,,,,11,2
2026-04-22T07:55:58Z,,,,,,,11,2
2026-04-22T07:56:05Z,,,,,,,11,2
2026-04-22T07:56:11Z,,,,,,,11,2
2026-04-22T07:56:19Z,,,,,,,11,2
2026-04-22T07:56:25Z,,,,,,,11,2
2026-04-22T07:56:33Z,,,,,,,11,2
2026-04-22T07:56:38Z,,,,,,,11,2
2026-04-22T07:56:44Z,,,,,,,11,2
2026-04-22T07:56:49Z,,,,,,,11,2
2026-04-22T07:56:55Z,,,,,,,11,2
2026-04-22T07:57:00Z,,,,,,,11,2
2026-04-22T07:57:06Z,,,,,,,11,2
2026-04-22T07:57:11Z,,,,,,,11,2
2026-04-22T07:57:17Z,,,,,,,11,2
2026-04-22T07:57:23Z,,,,,,,11,2
2026-04-22T07:57:29Z,,,,,,,11,2
2026-04-22T07:57:35Z,,,,,,,11,2
2026-04-22T07:57:40Z,,,,,,,11,2
2026-04-22T07:57:46Z,,,,,,,11,2
2026-04-22T07:57:52Z,,,,,,,11,2
2026-04-22T07:57:57Z,,,,,,,11,2
2026-04-22T07:58:03Z,,,,,,,11,2
2026-04-22T07:58:08Z,,,,,,,11,2
2026-04-22T07:58:14Z,,,,,,,11,2
2026-04-22T07:58:19Z,,,,,,,11,2
2026-04-22T07:58:26Z,,,,,,,11,2
2026-04-22T07:58:32Z,,,,,,,11,2
2026-04-22T07:58:38Z,,,,,,,11,2
2026-04-22T07:58:43Z,,,,,,,11,2
2026-04-22T07:58:49Z,,,,,,,11,2
2026-04-22T07:58:55Z,,,,,,,11,2
2026-04-22T07:59:00Z,,,,,,,11,2
2026-04-22T07:59:06Z,,,,,,,11,2
2026-04-22T07:59:12Z,,,,,,,11,2
2026-04-22T07:59:17Z,,,,,,,11,2
2026-04-22T07:59:23Z,,,,,,,11,2
2026-04-22T07:59:28Z,,,,,,,11,2
2026-04-22T07:59:34Z,,,,,,,11,2
2026-04-22T07:59:40Z,,,,,,,11,2
2026-04-22T07:59:45Z,,,,,,,11,2
2026-04-22T07:59:51Z,,,,,,,11,2
2026-04-22T07:59:57Z,,,,,,,11,2
2026-04-22T08:00:02Z,,,,,,,11,2
2026-04-22T08:00:08Z,,,,,,,11,2
2026-04-22T08:00:13Z,,,,,,,11,2
2026-04-22T08:00:19Z,,,,,,,11,2
2026-04-22T08:00:25Z,,,,,,,11,2
2026-04-22T08:00:30Z,,,,,,,11,2
2026-04-22T08:00:36Z,,,,,,,11,2
2026-04-22T08:00:41Z,,,,,,,11,2
2026-04-22T08:00:47Z,,,,,,,11,2
2026-04-22T08:00:52Z,,,,,,,11,2
2026-04-22T08:01:00Z,,,,,,,11,2
2026-04-22T08:01:07Z,,,,,,,11,2
2026-04-22T08:01:12Z,,,,,,,11,2
2026-04-22T08:01:18Z,,,,,,,11,2
2026-04-22T08:01:23Z,,,,,,,11,2
2026-04-22T08:01:29Z,,,,,,,11,2
2026-04-22T08:01:37Z,,,,,,,11,2
2026-04-22T08:01:45Z,,,,,,,11,2
2026-04-22T08:01:54Z,,,,,,,11,2
2026-04-22T08:02:00Z,,,,,,,11,2
2026-04-22T08:02:09Z,,,,,,,11,2
2026-04-22T08:02:15Z,,,,,,,11,2
2026-04-22T08:02:21Z,,,,,,,11,2
2026-04-22T08:02:26Z,,,,,,,11,2
2026-04-22T08:02:33Z,,,,,,,11,2
