ts,tomcat_busy,tomcat_current,hikari_active,hikari_pending,hikari_timeout,jvm_mem_used,mysql_threads_connected,mysql_threads_running
2026-04-22T08:18:19Z,,,,,,,11,2
2026-04-22T08:18:25Z,,,,,,,11,2
2026-04-22T08:18:31Z,,,,,,,11,2
2026-04-22T08:18:37Z,,,,,,,11,2
2026-04-22T08:18:42Z,,,,,,,11,2
2026-04-22T08:18:48Z,,,,,,,11,2
2026-04-22T08:18:54Z,,,,,,,11,2
2026-04-22T08:18:59Z,,,,,,,11,2
2026-04-22T08:19:05Z,,,,,,,11,2
2026-04-22T08:19:11Z,,,,,,,11,2
2026-04-22T08:19:17Z,,,,,,,11,2
2026-04-22T08:19:23Z,,,,,,,11,2
2026-04-22T08:19:29Z,,,,,,,11,2
2026-04-22T08:19:34Z,,,,,,,11,2
2026-04-22T08:19:40Z,,,,,,,11,2
2026-04-22T08:19:45Z,,,,,,,11,2
2026-04-22T08:19:51Z,,,,,,,11,2
2026-04-22T08:19:57Z,,,,,,,11,2
2026-04-22T08:20:02Z,,,,,,,11,2
2026-04-22T08:20:08Z,,,,,,,11,2
2026-04-22T08:20:13Z,,,,,,,11,2
2026-04-22T08:20:19Z,,,,,,,11,2
2026-04-22T08:20:24Z,,,,,,,11,2
2026-04-22T08:20:30Z,,,,,,,11,2
2026-04-22T08:20:35Z,,,,,,,11,2
2026-04-22T08:20:40Z,,,,,,,11,2
2026-04-22T08:20:46Z,,,,,,,11,2
2026-04-22T08:20:51Z,,,,,,,11,2
2026-04-22T08:20:57Z,,,,,,,11,2
2026-04-22T08:21:02Z,,,,,,,11,2
2026-04-22T08:21:08Z,,,,,,,11,2
2026-04-22T08:21:13Z,,,,,,,11,2
2026-04-22T08:21:19Z,,,,,,,11,2
2026-04-22T08:21:25Z,,,,,,,11,2
2026-04-22T08:21:30Z,,,,,,,11,2
2026-04-22T08:21:36Z,,,,,,,11,2
2026-04-22T08:21:41Z,,,,,,,11,2
2026-04-22T08:21:47Z,,,,,,,11,2
2026-04-22T08:21:52Z,,,,,,,11,2
2026-04-22T08:21:58Z,,,,,,,11,2
2026-04-22T08:22:03Z,,,,,,,11,2
2026-04-22T08:22:09Z,,,,,,,11,2
2026-04-22T08:22:14Z,,,,,,,11,2
2026-04-22T08:22:20Z,,,,,,,11,2
2026-04-22T08:22:25Z,,,,,,,11,2
2026-04-22T08:22:31Z,,,,,,,11,2
2026-04-22T08:22:36Z,,,,,,,11,2
2026-04-22T08:22:41Z,,,,,,,11,2
2026-04-22T08:22:47Z,,,,,,,11,2
2026-04-22T08:22:53Z,,,,,,,11,2
2026-04-22T08:22:59Z,,,,,,,11,2
2026-04-22T08:23:04Z,,,,,,,11,2
