ts,tomcat_busy,tomcat_current,hikari_active,hikari_pending,hikari_timeout,jvm_mem_used,mysql_threads_connected,mysql_threads_running
2026-04-22T06:38:44Z,,,,,,,11,2
2026-04-22T06:38:51Z,,,,,,,11,2
2026-04-22T06:38:59Z,,,,,,,11,2
2026-04-22T06:39:06Z,,,,,,,11,2
2026-04-22T06:39:12Z,,,,,,,11,2
2026-04-22T06:39:19Z,,,,,,,11,2
2026-04-22T06:39:25Z,,,,,,,11,2
2026-04-22T06:39:38Z,,,,,,,11,2
2026-04-22T06:39:44Z,,,,,,,11,2
2026-04-22T06:39:50Z,,,,,,,11,2
2026-04-22T06:39:57Z,,,,,,,11,2
2026-04-22T06:40:03Z,,,,,,,11,2
2026-04-22T06:40:09Z,,,,,,,11,2
2026-04-22T06:40:15Z,,,,,,,11,2
2026-04-22T06:40:20Z,,,,,,,11,2
2026-04-22T06:40:26Z,,,,,,,11,2
2026-04-22T06:40:32Z,,,,,,,11,2
2026-04-22T06:40:37Z,,,,,,,11,2
2026-04-22T06:40:43Z,,,,,,,11,2
2026-04-22T06:40:49Z,,,,,,,11,2
2026-04-22T06:40:55Z,,,,,,,11,2
2026-04-22T06:41:01Z,,,,,,,11,2
2026-04-22T06:41:06Z,,,,,,,11,2
2026-04-22T06:41:12Z,,,,,,,11,2
2026-04-22T06:41:18Z,,,,,,,11,2
2026-04-22T06:41:23Z,,,,,,,11,2
2026-04-22T06:41:29Z,,,,,,,11,2
2026-04-22T06:41:34Z,,,,,,,11,2
2026-04-22T06:41:40Z,,,,,,,11,2
2026-04-22T06:41:46Z,,,,,,,11,2
2026-04-22T06:41:51Z,,,,,,,11,2
2026-04-22T06:41:57Z,,,,,,,11,2
2026-04-22T06:42:02Z,,,,,,,11,2
2026-04-22T06:42:08Z,,,,,,,11,2
2026-04-22T06:42:14Z,,,,,,,11,2
2026-04-22T06:42:21Z,,,,,,,11,2
2026-04-22T06:42:26Z,,,,,,,11,2
2026-04-22T06:42:33Z,,,,,,,11,2
2026-04-22T06:42:38Z,,,,,,,11,2
2026-04-22T06:42:44Z,,,,,,,11,2
2026-04-22T06:42:50Z,,,,,,,11,2
2026-04-22T06:42:55Z,,,,,,,11,2
2026-04-22T06:43:01Z,,,,,,,11,2
2026-04-22T06:43:06Z,,,,,,,11,2
2026-04-22T06:43:12Z,,,,,,,11,2
2026-04-22T06:43:17Z,,,,,,,11,2
2026-04-22T06:43:22Z,,,,,,,11,2
2026-04-22T06:43:28Z,,,,,,,11,2
2026-04-22T06:43:33Z,,,,,,,11,2
2026-04-22T06:43:39Z,,,,,,,11,2
2026-04-22T06:43:44Z,,,,,,,11,2
2026-04-22T06:43:50Z,,,,,,,11,2
2026-04-22T06:43:55Z,,,,,,,11,2
2026-04-22T06:44:01Z,,,,,,,11,2
2026-04-22T06:44:06Z,,,,,,,11,2
2026-04-22T06:44:12Z,,,,,,,11,2
2026-04-22T06:44:17Z,,,,,,,11,2
2026-04-22T06:44:22Z,,,,,,,11,2
2026-04-22T06:44:28Z,,,,,,,11,2
2026-04-22T06:44:33Z,,,,,,,11,2
2026-04-22T06:44:39Z,,,,,,,11,2
2026-04-22T06:44:44Z,,,,,,,11,2
2026-04-22T06:44:49Z,,,,,,,11,2
2026-04-22T06:44:55Z,,,,,,,11,2
2026-04-22T06:45:00Z,,,,,,,11,2
2026-04-22T06:45:06Z,,,,,,,11,2
2026-04-22T06:45:11Z,,,,,,,11,2
2026-04-22T06:45:17Z,,,,,,,11,2
2026-04-22T06:45:22Z,,,,,,,11,2
2026-04-22T06:45:28Z,,,,,,,11,2
2026-04-22T06:45:33Z,,,,,,,11,2
2026-04-22T06:45:38Z,,,,,,,11,2
2026-04-22T06:45:44Z,,,,,,,11,2
2026-04-22T06:45:49Z,,,,,,,11,2
2026-04-22T06:45:54Z,,,,,,,11,2
2026-04-22T06:46:00Z,,,,,,,11,2
2026-04-22T06:46:05Z,,,,,,,11,2
2026-04-22T06:46:11Z,,,,,,,11,2
2026-04-22T06:46:16Z,,,,,,,11,2
2026-04-22T06:46:21Z,,,,,,,11,2
2026-04-22T06:46:27Z,,,,,,,11,2
2026-04-22T06:46:32Z,,,,,,,11,2
2026-04-22T06:46:38Z,,,,,,,11,2
2026-04-22T06:46:43Z,,,,,,,11,2
2026-04-22T06:46:48Z,,,,,,,11,2
2026-04-22T06:46:54Z,,,,,,,11,2
2026-04-22T06:47:06Z,,,,,,,11,2
2026-04-22T06:47:11Z,,,,,,,11,2
2026-04-22T06:47:17Z,,,,,,,11,2
2026-04-22T06:47:22Z,,,,,,,11,2
2026-04-22T06:47:28Z,,,,,,,11,2
2026-04-22T06:47:33Z,,,,,,,11,2
2026-04-22T06:47:39Z,,,,,,,11,2
2026-04-22T06:47:45Z,,,,,,,11,2
2026-04-22T06:47:50Z,,,,,,,11,2
2026-04-22T06:47:56Z,,,,,,,11,2
2026-04-22T06:48:02Z,,,,,,,11,2
2026-04-22T06:48:07Z,,,,,,,11,2
2026-04-22T06:48:14Z,,,,,,,11,2
2026-04-22T06:48:20Z,,,,,,,11,2
2026-04-22T06:48:25Z,,,,,,,11,2
2026-04-22T06:48:30Z,,,,,,,11,2
2026-04-22T06:48:36Z,,,,,,,11,2
2026-04-22T06:48:41Z,,,,,,,11,2
2026-04-22T06:48:47Z,,,,,,,11,2
2026-04-22T06:48:54Z,,,,,,,11,2
2026-04-22T06:49:00Z,,,,,,,11,2
2026-04-22T06:49:07Z,,,,,,,11,2
2026-04-22T06:49:13Z,,,,,,,11,2
2026-04-22T06:49:22Z,,,,,,,11,2
2026-04-22T06:49:28Z,,,,,,,11,2
2026-04-22T06:49:34Z,,,,,,,11,2
2026-04-22T06:49:39Z,,,,,,,11,2
2026-04-22T06:49:45Z,,,,,,,11,2
2026-04-22T06:49:51Z,,,,,,,11,2
2026-04-22T06:49:56Z,,,,,,,11,2
2026-04-22T06:50:02Z,,,,,,,11,2
2026-04-22T06:50:07Z,,,,,,,11,2
2026-04-22T06:50:14Z,,,,,,,11,2
2026-04-22T06:50:19Z,,,,,,,11,2
2026-04-22T06:50:25Z,,,,,,,11,2
2026-04-22T06:50:31Z,,,,,,,11,2
2026-04-22T06:50:37Z,,,,,,,11,2
2026-04-22T06:50:43Z,,,,,,,11,2
2026-04-22T06:50:48Z,,,,,,,11,2
2026-04-22T06:50:54Z,,,,,,,11,2
2026-04-22T06:50:59Z,,,,,,,11,2
2026-04-22T06:51:05Z,,,,,,,11,2
2026-04-22T06:51:11Z,,,,,,,11,2
2026-04-22T06:51:16Z,,,,,,,11,2
2026-04-22T06:51:22Z,,,,,,,11,2
2026-04-22T06:51:28Z,,,,,,,11,2
2026-04-22T06:51:34Z,,,,,,,11,2
2026-04-22T06:51:40Z,,,,,,,11,2
2026-04-22T06:51:45Z,,,,,,,11,2
2026-04-22T06:51:51Z,,,,,,,11,2
2026-04-22T06:51:57Z,,,,,,,11,2
2026-04-22T06:52:03Z,,,,,,,11,2
2026-04-22T06:52:08Z,,,,,,,11,2
2026-04-22T06:52:14Z,,,,,,,11,2
2026-04-22T06:52:19Z,,,,,,,11,2
2026-04-22T06:52:26Z,,,,,,,11,2
2026-04-22T06:52:34Z,,,,,,,11,2
2026-04-22T06:52:39Z,,,,,,,11,2
2026-04-22T06:52:45Z,,,,,,,11,2
2026-04-22T06:52:50Z,,,,,,,11,2
2026-04-22T06:52:56Z,,,,,,,11,2
2026-04-22T06:53:01Z,,,,,,,11,2
2026-04-22T06:53:07Z,,,,,,,11,2
2026-04-22T06:53:13Z,,,,,,,11,2
2026-04-22T06:53:18Z,,,,,,,11,2
2026-04-22T06:53:23Z,,,,,,,11,2
2026-04-22T06:53:30Z,,,,,,,11,2
2026-04-22T06:53:37Z,,,,,,,11,2
2026-04-22T06:53:43Z,,,,,,,11,2
2026-04-22T06:53:49Z,,,,,,,11,2
2026-04-22T06:53:55Z,,,,,,,11,2
2026-04-22T06:54:00Z,,,,,,,11,2
2026-04-22T06:54:06Z,,,,,,,11,2
2026-04-22T06:54:12Z,,,,,,,11,2
2026-04-22T06:54:17Z,,,,,,,11,2
2026-04-22T06:54:23Z,,,,,,,11,2
2026-04-22T06:54:28Z,,,,,,,11,2
2026-04-22T06:54:34Z,,,,,,,11,2
2026-04-22T06:54:40Z,,,,,,,11,2
2026-04-22T06:55:34Z,,,,,,,11,2
2026-04-22T06:55:40Z,,,,,,,11,2
2026-04-22T06:55:46Z,,,,,,,11,2
2026-04-22T06:55:52Z,,,,,,,11,2
2026-04-22T06:55:57Z,,,,,,,11,2
2026-04-22T06:56:03Z,,,,,,,11,2
2026-04-22T06:56:09Z,,,,,,,11,2
2026-04-22T06:56:20Z,,,,,,,11,2
2026-04-22T06:56:26Z,,,,,,,11,2
2026-04-22T06:56:32Z,,,,,,,11,2
2026-04-22T06:56:41Z,,,,,,,11,2
2026-04-22T06:56:48Z,,,,,,,11,2
2026-04-22T06:56:57Z,,,,,,,11,2
2026-04-22T06:57:03Z,,,,,,,11,2
2026-04-22T06:57:15Z,,,,,,,11,2
2026-04-22T06:57:24Z,,,,,,,11,2
2026-04-22T06:57:31Z,,,,,,,11,2
2026-04-22T06:57:38Z,,,,,,,11,2
2026-04-22T06:57:44Z,,,,,,,11,2
2026-04-22T06:57:52Z,,,,,,,11,2
2026-04-22T06:57:59Z,,,,,,,11,2
2026-04-22T06:58:06Z,,,,,,,11,2
2026-04-22T06:58:12Z,,,,,,,11,2
2026-04-22T06:58:18Z,,,,,,,11,2
2026-04-22T06:58:26Z,,,,,,,11,2
2026-04-22T06:58:33Z,,,,,,,11,2
2026-04-22T06:58:43Z,,,,,,,11,2
2026-04-22T06:58:50Z,,,,,,,11,2
2026-04-22T06:58:57Z,,,,,,,11,2
2026-04-22T06:59:04Z,,,,,,,11,2
2026-04-22T06:59:13Z,,,,,,,11,2
2026-04-22T06:59:21Z,,,,,,,11,2
2026-04-22T06:59:30Z,,,,,,,11,2
2026-04-22T07:01:40Z,,,,,,,11,2
2026-04-22T07:01:51Z,,,,,,,11,2
2026-04-22T07:01:59Z,,,,,,,11,2
2026-04-22T07:02:14Z,,,,,,,11,2
2026-04-22T07:02:28Z,,,,,,,11,2
2026-04-22T07:02:42Z,,,,,,,11,2
2026-04-22T07:02:52Z,,,,,,,11,2
2026-04-22T07:03:02Z,,,,,,,11,2
2026-04-22T07:03:10Z,,,,,,,11,2
2026-04-22T07:03:20Z,,,,,,,11,2
2026-04-22T07:03:29Z,,,,,,,11,2
2026-04-22T07:03:43Z,,,,,,,11,2
2026-04-22T07:03:54Z,,,,,,,11,2
2026-04-22T07:04:02Z,,,,,,,11,2
2026-04-22T07:04:14Z,,,,,,,11,2
2026-04-22T07:04:22Z,,,,,,,11,2
