ts,tomcat_busy,tomcat_current,hikari_active,hikari_pending,hikari_timeout,jvm_mem_used,mysql_threads_connected,mysql_threads_running
2026-04-21T19:14:47Z,,,,,,,11,4
2026-04-21T19:14:54Z,,,,,,,11,2
2026-04-21T19:15:01Z,,,,,,,11,2
2026-04-21T19:15:09Z,,,,,,,11,3
2026-04-21T19:15:18Z,,,,,,,11,6
2026-04-21T19:15:25Z,,,,,,,11,3
2026-04-21T19:15:43Z,,,,,,,11,3
2026-04-21T19:15:50Z,,,,,,,11,5
2026-04-21T19:15:56Z,,,,,,,11,4
2026-04-21T19:16:02Z,,,,,,,11,2
